	F1D3Q.sam.counts	F1DFM.sam.counts	F1DNM.sam.counts	F1N1Q.sam.counts	F1N3Q.sam.counts	F1NFM.sam.counts	F1NNM.sam.counts	F2D3Q.sam.counts	F2DFM.sam.counts	F2DNM.sam.counts	F2N1Q.sam.counts	F2N3Q.sam.counts	F2NFM.sam.counts	F2NNM.sam.counts	F3DFM.sam.counts	F3DNM.sam.counts	F3N1Q.sam.counts	F3N3Q.sam.counts	F3NFM.sam.counts	F3NNM.sam.counts	
isogroup60329	11	19	22	12	19	18	38	20	20	53	29	49	29	14	24	13	16	17	16	16	
isogroup6033	41	113	50	54	122	100	117	26	88	92	55	113	62	57	42	65	36	33	41	22	
isogroup60331	0	0	2	1	0	1	9	4	5	9	11	24	8	1	1	0	5	1	13	2	
isogroup60332	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup60334	0	2	8	1	0	2	2	0	4	2	9	1	6	1	8	0	14	7	7	6	
isogroup60335	0	1	0	0	0	2	0	0	1	0	1	1	2	0	0	0	0	0	0	0	
isogroup60336	4	11	2	4	15	13	12	4	4	7	2	12	2	4	1	6	4	2	2	1	
isogroup60337	21	102	49	33	33	45	42	28	52	59	23	22	16	28	47	64	6	6	16	7	
isogroup60338	0	1	0	0	0	1	0	0	1	0	0	2	0	0	0	1	1	0	0	0	
isogroup60339	71	90	39	34	76	92	93	32	58	76	31	81	44	61	25	70	22	30	36	21	
isogroup6034	3	5	4	6	0	5	4	2	4	5	2	0	3	2	4	6	4	1	4	4	
isogroup60340	67	80	23	58	89	105	45	30	21	46	36	60	22	56	18	99	10	14	10	6	
isogroup60341	3	6	2	4	14	8	6	0	1	4	3	4	1	3	0	4	2	1	0	2	
isogroup60342	17	18	2	3	19	22	16	16	10	27	13	31	17	9	4	21	12	13	3	7	
isogroup60343	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	
isogroup60344	1	4	5	0	1	5	2	1	1	4	1	0	0	3	6	1	2	0	1	0	
isogroup60345	1	4	1	6	10	3	3	5	10	5	2	8	4	4	1	11	3	8	7	5	
isogroup60346	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
isogroup60347	0	2	0	0	0	3	1	0	6	1	3	0	0	1	2	1	1	0	0	2	
isogroup60348	94	141	52	74	156	150	115	45	58	89	46	126	61	79	26	104	8	34	15	25	
isogroup60349	15	39	21	16	10	32	37	4	46	32	43	4	31	11	20	10	36	11	26	14	
isogroup6035	4	9	3	7	8	4	5	2	4	3	3	7	1	2	2	1	1	5	3	1	
isogroup60350	16	31	18	28	44	43	63	18	22	37	19	56	17	32	14	25	10	20	9	7	
isogroup60351	17	29	7	8	22	19	17	8	10	14	9	14	6	5	5	15	4	8	3	7	
isogroup60352	2	11	13	4	8	6	25	6	14	22	28	3	7	7	17	12	10	20	5	22	
isogroup60353	5	19	16	9	11	20	21	5	8	15	24	20	9	8	16	11	12	8	11	6	
isogroup60354	0	1	0	1	0	1	1	0	0	0	0	0	1	0	2	1	0	0	1	0	
isogroup60355	18	25	10	4	20	25	13	6	6	8	4	17	8	11	7	10	6	5	3	1	
isogroup60356	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup60357	0	2	3	0	0	1	1	0	4	2	0	0	1	1	0	0	1	1	1	0	
isogroup60358	1	6	0	0	5	1	2	1	0	0	1	1	1	0	0	1	0	0	0	1	
isogroup60359	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup6036	15	23	3	15	8	26	7	4	8	5	4	6	12	5	3	2	8	4	2	2	
isogroup60360	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup60361	0	0	1	0	0	0	5	2	0	2	1	5	8	1	0	2	1	0	2	0	
isogroup60362	27	38	21	18	48	28	33	9	12	34	7	33	13	33	9	22	5	17	9	15	
isogroup60363	1	3	1	2	1	5	1	0	1	2	2	1	1	0	1	0	0	3	0	0	
isogroup60364	14	19	6	12	11	14	8	1	12	6	8	2	3	10	6	4	4	0	7	5	
isogroup60365	55	389	106	226	106	241	209	58	267	154	237	87	184	105	129	143	169	59	162	70	
isogroup60367	6	10	8	9	6	11	9	2	1	1	1	4	4	1	1	3	2	3	0	5	
isogroup60368	1	3	0	1	1	2	1	1	2	0	1	1	1	1	1	1	2	4	3	2	
isogroup60369	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	
isogroup6037	1	2	1	0	0	2	0	0	0	1	2	0	0	1	0	1	0	0	0	0	
isogroup60370	0	1	4	1	0	0	15	3	6	13	11	19	8	5	16	0	11	6	14	8	
isogroup60371	13	182	12	115	117	121	68	38	94	115	84	180	52	58	25	126	24	4	28	1	
isogroup60372	9	13	4	3	6	4	0	1	1	0	1	1	3	4	1	4	5	3	6	6	
isogroup60373	56	81	47	37	92	61	66	27	52	46	35	51	34	39	44	41	31	39	16	31	
isogroup60375	26	31	23	28	54	35	66	33	31	39	28	61	24	36	14	17	10	27	4	5	
isogroup60376	0	0	1	0	0	2	8	2	2	5	3	9	3	2	0	0	0	2	0	0	
isogroup60377	0	1	2	1	4	1	4	0	5	2	2	0	3	2	2	1	4	3	4	3	
isogroup60378	0	2	0	0	0	3	3	0	2	2	0	1	1	0	0	2	0	0	2	0	
isogroup60379	27	36	24	31	45	35	56	17	23	36	21	45	15	24	24	32	12	29	10	16	
isogroup6038	54	106	47	74	172	79	79	35	28	90	42	146	40	75	22	107	12	70	18	31	
isogroup60380	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
isogroup60381	3	18	8	14	6	10	6	3	8	15	6	5	3	5	9	10	8	5	2	4	
isogroup60382	1	2	1	3	1	2	2	0	2	3	4	0	0	2	3	4	1	0	0	1	
isogroup60383	17	45	8	19	39	29	31	12	11	20	6	25	11	16	9	11	6	12	2	7	
isogroup60384	25	51	19	30	68	47	21	19	28	28	28	37	17	27	12	27	10	27	14	12	
isogroup60385	13	31	15	20	23	25	6	2	11	8	12	2	7	13	8	10	6	2	8	3	
isogroup60386	1	6	3	6	3	4	4	0	7	8	5	1	4	4	5	6	3	0	1	3	
isogroup60387	0	0	3	3	2	1	4	0	2	2	2	1	0	0	4	0	1	0	2	6	
isogroup60388	21	32	7	17	24	18	15	7	14	18	13	24	13	16	5	26	6	12	2	5	
isogroup60389	1	9	5	9	5	8	9	3	14	7	11	2	9	8	5	5	4	1	1	1	
isogroup6039	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	
isogroup60390	0	0	1	0	0	1	4	4	7	4	9	10	11	2	3	0	0	2	2	3	
isogroup60391	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup60392	5	8	2	6	16	2	8	3	7	11	10	8	10	6	6	10	9	11	4	4	
isogroup60393	0	2	0	1	0	2	1	0	0	1	1	0	0	0	0	0	1	0	0	1	
isogroup60394	12	113	30	59	47	65	66	37	60	72	52	57	68	49	52	40	43	27	33	36	
isogroup60395	0	0	1	0	0	3	0	0	0	2	0	0	1	0	0	0	1	0	0	0	
isogroup60396	7	4	3	6	6	3	7	0	2	4	2	3	1	1	4	1	2	5	1	7	
isogroup60397	0	0	0	1	0	2	0	0	0	1	2	1	1	2	0	4	0	2	0	0	
isogroup60398	85	93	38	43	120	72	75	68	65	67	39	100	60	47	41	45	25	50	10	29	
isogroup60399	0	3	4	0	2	8	4	1	1	3	3	1	1	2	3	3	1	0	1	1	
isogroup604	35	12	7	5	9	9	2	3	6	4	1	8	3	5	3	7	4	5	6	3	
isogroup6040	4	29	13	23	6	22	12	10	19	15	33	5	18	14	20	7	25	7	20	17	
isogroup60400	6	11	8	3	7	12	23	2	8	12	12	17	3	5	2	6	1	1	1	0	
isogroup60401	91	190	19	94	169	164	41	8	13	11	8	25	9	78	21	95	8	12	8	9	
isogroup60402	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	
isogroup60403	3	0	2	0	1	3	1	1	3	3	1	0	0	1	2	2	1	0	2	1	
isogroup60404	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	1	1	
isogroup60405	20	17	5	6	16	14	25	21	9	22	8	38	19	12	5	12	7	6	5	6	
isogroup60406	37	51	17	27	78	56	51	16	25	27	23	29	17	35	13	36	19	22	9	5	
isogroup60407	1	3	1	0	0	2	0	2	1	0	0	1	0	0	0	0	0	1	0	0	
isogroup60408	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	
isogroup60409	2	9	6	2	5	3	6	1	3	1	6	0	3	5	0	5	1	0	0	1	
isogroup6041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup60410	0	0	2	1	0	4	0	0	1	0	0	0	1	0	1	1	2	1	1	2	
isogroup60411	2	2	0	1	4	5	2	0	0	1	2	3	0	3	0	0	0	0	0	3	
isogroup60412	4	0	0	1	0	4	0	0	1	0	0	1	1	0	0	0	0	0	0	0	
isogroup60413	0	0	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0	1	0	3	
isogroup60414	10	20	15	7	20	12	12	11	8	5	18	20	7	10	3	9	3	11	6	28	
isogroup60415	0	18	3	6	16	11	6	5	11	10	6	21	3	6	7	9	5	15	4	6	
isogroup60416	9	23	8	6	9	10	4	1	2	4	3	4	7	7	5	11	6	5	5	5	
isogroup60417	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	
isogroup60418	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	
isogroup60419	9	35	2	11	19	23	11	7	5	5	1	3	7	4	4	8	3	4	2	6	
isogroup6042	1	4	0	4	2	4	1	0	1	0	4	1	1	3	1	1	0	0	1	0	
isogroup60420	1	9	0	8	8	3	1	1	2	4	0	2	1	8	0	7	0	0	1	0	
isogroup60421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup60422	9	2	1	0	2	2	3	4	2	2	3	5	5	1	2	1	2	0	0	1	
isogroup60423	1	0	3	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	8	
isogroup60424	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	
isogroup60425	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroup60426	38	173	38	137	83	138	125	23	100	85	109	45	40	108	45	114	52	11	42	46	
isogroup60427	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	2	0	0	2	0	
isogroup60428	0	0	0	1	0	2	1	0	2	0	1	0	1	0	1	1	0	0	3	0	
isogroup60429	47	104	26	85	91	81	40	23	21	13	15	15	17	37	22	43	34	24	39	17	
isogroup6043	5	12	5	4	2	7	3	3	5	5	3	5	8	3	1	3	1	0	5	1	
isogroup60431	5	0	2	0	1	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	
isogroup60432	2	9	3	6	4	5	3	0	5	7	6	0	0	2	2	3	2	0	2	1	
isogroup60433	11	15	3	12	15	18	10	9	4	9	6	9	11	9	4	11	1	2	6	0	
isogroup60434	3	30	18	20	6	20	39	7	33	20	35	12	23	14	14	17	30	5	16	7	
isogroup60435	67	202	16	64	103	116	91	59	177	117	41	101	56	34	38	87	7	5	11	5	
isogroup60436	22	26	9	11	20	14	14	10	7	17	8	14	22	9	10	9	2	9	4	8	
isogroup60437	43	134	21	135	166	179	45	4	25	21	29	21	10	98	8	66	13	7	5	6	
isogroup60438	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
isogroup60439	0	1	0	0	1	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	
isogroup6044	446	1010	492	568	1267	1111	1151	149	412	864	372	979	298	815	155	811	91	420	103	265	
isogroup60440	17	27	3	15	18	13	10	20	23	13	7	40	13	7	5	14	4	5	4	0	
isogroup60441	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup60443	0	1	0	2	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	
isogroup60444	0	2	1	0	0	0	0	0	0	0	2	1	0	0	2	1	0	1	0	0	
isogroup60445	15	14	2	2	4	5	3	1	13	1	3	6	7	2	1	4	2	0	2	3	
isogroup60446	35	55	27	22	62	56	67	22	28	42	29	40	19	39	23	29	17	21	19	14	
isogroup60447	0	0	3	0	0	0	0	0	0	0	1	1	1	0	1	0	7	2	7	1	
isogroup60448	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	
isogroup60449	0	4	0	0	2	1	1	0	0	1	1	3	3	2	0	1	1	3	0	3	
isogroup6045	10	20	8	18	41	25	12	11	10	10	3	13	3	21	7	14	3	8	6	7	
isogroup60451	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	
isogroup60452	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup60453	6	21	15	16	60	12	27	5	11	16	30	17	27	12	40	7	61	25	17	45	
isogroup60454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup60455	2	2	5	2	3	3	9	0	1	11	7	1	3	0	3	2	4	0	6	2	
isogroup60456	10	14	26	7	18	3	13	4	8	13	21	11	10	1	9	5	12	10	8	52	
isogroup60457	12	55	18	39	28	53	47	9	43	38	57	9	29	24	30	34	23	13	34	14	
isogroup60459	8	7	4	2	17	4	14	4	7	7	8	10	6	6	13	5	5	11	3	4	
isogroup6046	5	11	0	6	7	4	4	0	0	5	0	7	1	1	0	6	0	8	0	1	
isogroup60461	10	38	26	17	20	18	23	21	44	24	25	27	35	10	20	11	29	34	46	17	
isogroup60462	8	17	8	4	17	14	27	14	12	16	7	24	8	7	10	10	9	13	10	7	
isogroup60463	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	
isogroup60464	1	8	1	5	2	1	3	0	3	1	4	0	2	3	2	2	2	0	5	5	
isogroup60466	3	4	1	2	6	0	1	0	1	0	3	1	0	3	1	2	0	0	0	0	
isogroup60468	9	5	5	7	15	8	8	5	5	4	7	15	9	3	2	2	6	9	3	2	
isogroup60469	26	26	6	22	34	29	14	12	6	15	8	19	12	15	8	19	9	14	10	10	
isogroup6047	1	2	0	1	0	6	3	0	0	0	0	0	1	1	0	4	0	0	0	0	
isogroup60470	0	0	1	0	0	2	0	0	2	1	1	0	1	0	1	0	2	1	2	0	
isogroup60471	35	41	12	23	70	48	33	8	11	23	10	31	12	26	9	30	11	6	3	8	
isogroup60472	0	1	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	
isogroup60473	9	6	9	3	7	6	7	4	3	2	6	3	3	0	6	1	3	9	3	16	
isogroup60474	15	12	4	2	4	4	11	5	4	3	5	11	3	3	1	1	2	3	3	1	
isogroup60475	310	88	41	38	96	80	114	118	37	111	19	105	164	35	19	69	17	16	18	15	
isogroup60476	67	77	13	49	52	64	46	32	33	30	18	52	30	30	20	48	16	7	9	12	
isogroup60477	23	158	99	118	70	138	129	34	194	105	194	89	77	72	105	77	95	69	112	52	
isogroup60478	1	3	2	4	0	6	2	0	3	3	3	1	1	2	1	0	4	0	3	4	
isogroup60479	1	3	2	1	1	2	1	0	3	0	1	0	0	0	0	0	0	1	0	1	
isogroup6048	4	2	0	0	4	0	1	0	1	1	2	0	0	1	1	2	0	0	0	1	
isogroup60480	1	2	6	4	2	5	17	32	47	24	48	28	61	3	11	1	9	6	17	7	
isogroup60481	4	1	0	0	2	4	3	0	0	0	0	2	2	0	0	0	0	0	1	0	
isogroup60482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup60483	8	39	7	23	26	29	20	3	13	15	8	7	10	10	18	29	14	2	9	15	
isogroup60484	13	16	14	8	12	11	16	15	10	11	7	14	15	10	5	10	5	17	6	5	
isogroup60485	33	32	15	23	60	51	40	12	19	28	10	28	15	30	15	34	4	36	12	13	
isogroup60486	4	5	2	3	2	3	1	1	1	0	3	1	2	1	0	0	0	3	0	1	
isogroup60488	7	34	8	12	10	38	15	6	33	21	31	2	35	4	14	8	19	3	15	4	
isogroup60489	3	5	0	3	0	2	2	2	2	0	6	0	4	1	2	0	0	0	1	2	
isogroup6049	5	18	3	11	17	13	6	2	3	4	3	6	2	7	2	9	2	3	1	1	
isogroup60490	4	14	1	10	6	6	10	5	4	5	2	5	7	7	2	12	0	5	3	1	
isogroup60492	0	1	0	0	0	0	1	0	2	0	0	1	0	1	0	0	0	0	1	0	
isogroup60494	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	
isogroup60495	83	66	9	50	110	96	46	22	13	26	13	46	10	65	2	69	2	1	0	0	
isogroup60496	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	
isogroup60497	2	7	6	6	3	3	3	1	8	9	14	4	6	5	3	2	1	7	8	5	
isogroup60498	18	38	25	26	41	35	49	16	25	35	25	44	17	23	16	28	13	11	14	11	
isogroup60499	24	17	4	5	15	6	5	5	3	3	5	11	7	5	3	5	4	4	0	5	
isogroup605	31	37	10	20	54	34	40	19	11	21	19	32	15	22	11	31	11	17	3	23	
isogroup60500	19	45	18	25	48	27	60	10	18	44	23	51	12	28	6	52	9	29	11	22	
isogroup60501	0	1	3	1	0	1	4	0	1	2	5	0	3	0	0	0	0	0	2	4	
isogroup60502	0	1	0	0	0	0	0	0	0	0	1	1	1	1	2	0	0	0	1	0	
isogroup60503	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup60504	77	102	36	46	96	84	78	49	32	67	35	72	61	56	24	60	10	39	34	24	
isogroup60505	0	2	1	1	0	2	1	1	2	0	5	0	0	1	0	1	0	0	0	1	
isogroup60506	4	1	8	5	15	4	3	0	2	3	4	5	0	4	3	4	1	3	0	6	
isogroup60507	2	9	3	2	7	5	6	1	5	2	0	1	2	5	1	3	4	2	2	4	
isogroup60508	15	74	23	55	31	72	71	22	49	50	58	24	114	65	12	19	23	15	28	11	
isogroup60509	19	58	16	25	44	37	43	18	23	40	28	32	22	28	16	19	15	20	14	19	
isogroup60510	3	10	6	6	10	16	3	4	3	4	4	5	6	4	2	7	3	2	4	2	
isogroup60511	21	13	3	3	9	9	6	5	5	4	6	8	1	4	3	11	5	1	0	0	
isogroup60512	3	3	0	6	2	8	4	0	8	1	4	1	1	3	4	3	3	2	4	2	
isogroup60513	4	3	0	2	2	0	2	0	1	3	0	0	0	1	0	0	1	0	0	0	
isogroup60514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	
isogroup60515	18	70	7	32	47	46	31	13	33	22	13	32	20	23	11	33	7	14	4	10	
isogroup60516	11	19	2	10	19	10	6	4	2	4	8	11	7	8	1	2	9	5	6	0	
isogroup60517	0	1	0	0	3	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	
isogroup60518	12	5	4	6	16	9	6	1	3	6	6	10	2	8	0	11	3	4	0	1	
isogroup60519	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	3	1	0	0	0	
isogroup6052	13	8	2	2	5	8	4	0	0	1	0	1	2	5	0	4	0	1	3	1	
isogroup60520	2	17	5	5	16	12	14	5	7	10	3	15	6	16	1	9	2	14	1	4	
isogroup60521	20	20	6	9	16	16	22	17	7	8	6	5	10	9	6	8	9	6	1	13	
isogroup60522	0	2	3	1	0	3	4	0	2	0	3	2	0	0	1	0	1	0	1	1	
isogroup60523	1	3	1	2	3	2	1	0	0	0	0	1	0	4	0	0	0	0	1	2	
isogroup60524	1	3	1	4	6	3	3	0	2	3	1	4	0	1	1	4	1	0	0	2	
isogroup60525	34	38	6	16	25	20	12	5	12	10	5	6	5	7	1	17	1	8	1	2	
isogroup60526	9	5	16	4	5	2	3	1	11	4	12	4	4	4	18	5	10	3	17	7	
isogroup60527	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup60528	4	3	6	2	1	5	3	6	2	5	7	5	3	1	2	1	6	10	8	3	
isogroup60529	1	3	0	1	5	1	0	0	1	2	0	3	0	0	1	2	0	0	1	2	
isogroup6053	22	34	30	39	99	50	61	14	31	45	31	57	17	27	25	28	19	44	10	27	
isogroup60530	0	1	0	1	0	1	0	0	2	0	0	0	0	0	1	2	0	0	0	0	
isogroup60531	0	0	1	1	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	
isogroup60532	0	1	1	1	0	1	0	0	0	1	1	0	0	0	1	0	2	0	2	0	
isogroup60533	20	50	17	34	40	27	39	10	28	29	18	33	9	24	15	25	3	17	8	16	
isogroup60534	0	1	0	0	3	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	
isogroup60535	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup60536	18	12	3	11	27	9	4	1	1	3	3	5	2	8	2	15	5	1	2	1	
isogroup60537	36	60	15	26	64	35	45	9	13	24	11	16	4	31	7	61	2	15	5	7	
isogroup60538	0	3	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup60539	55	107	35	37	101	62	65	33	61	72	57	79	61	53	38	61	34	41	62	27	
isogroup60540	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup60542	8	9	3	3	7	9	12	1	7	1	2	3	4	2	3	2	3	4	1	3	
isogroup60543	2	3	5	5	3	3	6	4	2	2	6	6	2	0	1	6	4	2	6	1	
isogroup60544	1	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	
isogroup60545	17	17	9	7	13	12	25	10	22	23	15	25	9	14	9	14	4	5	5	3	
isogroup60546	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	
isogroup60547	17	73	27	79	58	72	151	16	80	131	86	110	56	58	14	38	5	9	20	13	
isogroup60548	14	1	0	0	0	1	0	2	0	1	2	0	0	0	0	0	1	1	0	1	
isogroup60549	24	106	42	44	40	84	49	20	61	53	62	20	50	48	42	48	65	30	51	44	
isogroup60550	12	19	9	10	22	13	12	2	16	10	16	9	7	17	8	10	5	9	6	9	
isogroup60551	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	
isogroup60552	0	0	0	0	1	1	1	0	2	0	0	0	0	0	1	0	3	0	0	0	
isogroup60553	32	208	97	136	66	120	135	27	133	158	112	47	59	105	50	134	50	18	39	45	
isogroup60555	40	125	59	63	120	78	119	57	120	98	97	172	108	52	48	63	48	83	59	33	
isogroup60556	0	15	4	13	2	21	9	0	17	5	15	3	6	2	11	5	14	2	4	2	
isogroup60557	0	1	1	0	1	1	3	0	1	0	0	0	0	0	0	1	0	0	0	0	
isogroup60558	4	6	1	4	12	9	21	7	4	26	6	28	18	2	0	1	0	0	0	0	
isogroup60559	0	3	0	1	0	0	1	0	4	1	2	0	0	0	1	0	1	0	1	0	
isogroup6056	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	
isogroup60560	0	6	0	2	9	10	5	0	4	4	9	1	1	2	4	0	3	1	7	3	
isogroup60561	43	67	13	43	90	38	42	15	28	37	32	31	5	28	7	40	4	15	9	7	
isogroup60562	1	5	1	4	6	8	5	5	8	9	4	2	4	6	3	6	1	0	6	1	
isogroup60563	4	9	1	4	11	12	8	5	3	5	6	6	12	4	4	2	1	3	2	2	
isogroup60564	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup60566	1	1	0	0	1	0	1	1	1	1	2	0	0	0	4	1	0	1	3	0	
isogroup60567	20	22	8	4	37	27	25	8	10	24	4	29	12	8	13	10	9	12	6	5	
isogroup60568	2	1	2	3	2	0	3	2	9	2	8	2	13	5	2	0	8	3	6	6	
isogroup60569	1	5	1	1	3	4	1	1	0	1	1	3	1	4	1	0	0	3	1	1	
isogroup6057	9	17	4	8	7	12	7	1	3	5	6	10	2	11	2	9	3	2	3	2	
isogroup60570	0	6	4	6	2	7	2	0	4	1	3	3	5	5	6	7	8	1	0	1	
isogroup60571	9	9	2	5	6	9	6	5	14	11	14	4	20	4	3	6	2	4	2	1	
isogroup60572	12	24	9	11	32	18	15	12	7	9	6	15	7	13	5	8	6	6	2	4	
isogroup60573	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup60574	5	2	1	1	6	0	5	1	1	3	0	2	2	1	1	4	0	0	1	0	
isogroup60575	4	13	5	19	14	10	7	1	5	6	13	7	13	7	0	12	5	6	0	6	
isogroup60576	36	73	43	41	144	56	74	20	28	70	31	162	45	74	20	110	10	82	17	26	
isogroup60577	43	32	22	27	50	22	27	26	33	19	24	24	20	27	27	16	19	32	15	18	
isogroup60578	0	3	1	0	7	1	2	0	0	1	0	3	1	0	0	1	1	2	0	1	
isogroup60579	14	35	7	27	55	27	25	4	19	20	7	54	25	15	7	19	6	30	1	8	
isogroup6058	1	2	0	2	0	1	3	1	1	1	2	0	2	1	2	2	4	0	2	0	
isogroup60580	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	
isogroup60581	1	2	1	1	0	5	3	1	8	1	3	0	3	2	5	1	3	3	2	4	
isogroup60582	3	0	3	2	1	3	2	0	1	0	5	0	1	5	1	2	2	1	0	3	
isogroup60583	1	3	0	2	1	0	0	0	1	0	1	0	0	0	1	2	0	2	1	0	
isogroup60584	5	36	20	30	8	28	25	7	32	24	24	7	9	13	17	11	24	5	24	9	
isogroup60585	14	52	9	26	63	43	34	12	14	22	7	40	6	17	8	43	7	10	11	5	
isogroup60586	1	0	3	2	2	0	1	1	2	1	15	0	1	3	0	0	0	1	2	8	
isogroup60587	10	7	3	3	8	7	3	1	3	2	7	1	2	5	5	1	4	1	1	7	
isogroup60588	2	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroup60589	53	137	61	75	150	99	110	25	63	84	48	88	42	84	16	122	16	59	16	44	
isogroup6059	40	8	17	4	5	5	11	11	9	10	3	8	9	1	8	5	1	9	10	6	
isogroup60590	3	7	82	0	2	1	3	0	15	0	260	0	8	1	1	1	0	12	19	490	
isogroup60591	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	3	0	
isogroup60592	2	9	3	8	2	7	3	3	14	7	19	1	7	8	3	6	3	0	1	2	
isogroup60593	3	3	0	1	0	3	0	0	0	0	0	0	1	0	1	1	0	1	0	0	
isogroup60594	3	1	6	0	1	0	22	4	3	11	7	14	4	2	1	1	2	5	0	2	
isogroup60595	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroup60596	8	18	8	7	10	9	10	3	5	11	12	13	9	4	2	6	2	2	4	5	
isogroup60597	13	17	5	9	28	13	13	4	7	10	6	10	2	16	3	13	5	20	6	5	
isogroup60598	17	19	14	7	16	17	19	9	12	14	14	26	15	22	3	11	8	4	9	2	
isogroup60599	7	1	0	0	4	2	1	2	2	0	1	1	1	0	1	1	3	4	1	0	
isogroup606	4	10	2	3	64	7	7	4	5	4	16	5	7	9	6	4	10	4	1	9	
isogroup6060	13	23	8	10	23	19	6	1	5	6	5	1	6	3	11	11	6	3	1	5	
isogroup60600	1	2	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	
isogroup60601	15	33	6	22	35	36	21	13	18	26	15	41	19	12	6	17	16	23	7	20	
isogroup60603	0	0	0	0	1	1	0	0	0	1	0	0	1	0	2	0	2	0	0	3	
isogroup60604	6	10	4	1	18	5	3	1	0	9	1	18	3	8	0	8	1	1	1	1	
isogroup60605	0	0	6	0	3	1	0	1	1	1	0	1	0	1	2	0	2	4	1	2	
